xis_x,xis_y,xis_z,local_bandwidth_mbe_breiman,eigen_value_1_sambe_breiman,eigen_value_2_sambe_breiman,eigen_value_3_sambe_breiman,eigen_vector_1_x_sambe_breiman,eigen_vector_2_x_sambe_breiman,eigen_vector_3_x_sambe_breiman,eigen_vector_1_y_sambe_breiman,eigen_vector_2_y_sambe_breiman,eigen_vector_3_y_sambe_breiman,eigen_vector_1_z_sambe_breiman,eigen_vector_2_z_sambe_breiman,eigen_vector_3_z_sambe_breiman,local_bandwidth_sambe_breiman,scaling_factor_sambe_breiman
25.700040662451038, 23.090183867628404, 19.291341225930331, 0.995261729589076, 4.722619852597555, 4.065380729116495, 3.161101690219265, 0.499941566652792, 0.863468403273632, -0.066938378235782, 0.854364923632666, -0.479057094141437, 0.201407243710129, -0.141841486169954, 0.157881655365171, 0.977217670583301, 0.995261729589076, 5.024608335027908
27.547777384248615, 22.238845525317288, 25.899663259851827, 0.995250522878946, 4.408724590585043, 3.936005351101478, 3.497352112130032, 0.660519874870136, -0.671543132378471, 0.335772715176281, 0.714098798565161, 0.423772474876354, -0.557207138706032, -0.231897392804089, -0.607821282033199, -0.759458286094888, 0.995250522878946, 11.366991991846518
27.014309260761891, 26.041252869805707, 21.564854687479269, 0.991816676118406, 3.277384426518625, 4.467071712450377, 4.102557473193515, 0.929516629896017, -0.368567096258810, 0.012535162627596, -0.238598173629705, -0.575125242468984, 0.782497199365954, 0.281193432155377, 0.730335026566809, 0.622527913175255, 0.991816676118406, 10.928000795100164
26.512550829744537, 26.289296261153122, 24.534229822898990, 0.993615955286667, 3.482288627384249, 4.281842975285663, 4.050148383782832, 0.888159540980262, 0.459463925707108, -0.008095105900702, 0.291469757215266, -0.549627195438167, 0.782914635617223, -0.355271741621261, 0.697712581948031, 0.622076476485655, 0.993615955286667, 22.382924999687706
27.122969463538706, 25.195770527251781, 22.259842877853021, 0.989482575717789, 3.265946519285485, 4.139254347225221, 4.411680331045636, 0.934561847206283, 0.306456084122920, -0.180772847104941, 0.338466742629986, -0.609084651953361, 0.717255987000666, -0.109701494428413, 0.731505676846666, 0.672952469986754, 0.989482575717789, 15.414310136126250
24.616410742096360, 26.725776136905793, 26.841411268016358, 0.996321609278927, 3.580937960961122, 4.294518272217186, 3.959115424032377, 0.808310585776171, 0.552158610254110, -0.204340074494535, 0.463402831297790, -0.810751236568936, -0.357687361178912, 0.363169124331041, -0.194430711370891, 0.911210670267000, 0.996321609278927, 21.937873582777041
23.349712717520106, 25.625930432035055, 24.780529056740253, 0.996501999979278, 4.295632301859358, 3.691697033662378, 3.841423046842887, 0.602928159365058, 0.710251326577213, -0.363346511941388, 0.786835975113435, -0.454162472910278, 0.417882275847290, -0.131783090387018, 0.537847098435356, 0.832678638967469, 0.996501999979278, 27.789439790287478
26.361416201568737, 22.662742419584930, 27.708203198359193, 0.992359022689142, 4.919700807062440, 4.111555397651548, 2.974215248418810, 0.838868154525438, -0.529025717187756, -0.128187401397588, -0.344926755234085, -0.334433681638422, -0.877028874159487, -0.421100644557535, -0.779926857557651, 0.463020889392128, 0.992359022689142, 11.822665133503486
23.931217635487712, 23.927456994075232, 26.387163325502190, 0.994993735540629, 4.175169188431655, 3.825553750822144, 3.796674957746305, -0.383771260090416, 0.889071370764189, -0.249543017566314, 0.872023997196504, 0.260019501056888, -0.414685431843896, 0.303798894405569, 0.376751850370524, 0.875079582095446, 0.994993735540629, 24.832278695948432
25.760184813749238, 24.964933732425948, 25.359846323809354, 0.998577932032682, 4.566080061155178, 4.266702821191498, 3.146449321478991, 0.835983713718570, -0.548434470410238, -0.018731312371271, -0.435009624742526, -0.641508918421107, -0.631848822082899, -0.334511370178465, -0.536363625959127, 0.774865281174285, 0.998577932032682, 30.323116572619963
