# xi_x xi_y xi_z eigen_value_1 eigen_value_2 eigen_value_3 eigen_vector_1_x eigen_vector_2_x eigen_vector_3_x eigen_vector_1_y eigen_vector_2_y eigen_vector_3_y eigen_vector_1_z eigen_vector_2_z eigen_vector_3_z scaling_factor local_bandwidth
33.820261729838322 26.463554651667430 25.598374593828812 16.328606433654620 2.929839142119274 5.672184937229122 0.996693296958104 0.080677258470979 0.009677384170968 0.080811925317625 -0.971767128357994 -0.221671109911322 0.008479653604026 -0.221720157424772 0.975073467625025 1.897397710965736 0.661735184809945
36.204465996007286 23.538628713412351 27.792650564430705 17.219692083967374 3.089726492449805 5.981727740163453 0.996693296958104 0.080677258470979 0.009677384170968 0.080811925317625 -0.971767128357994 -0.221671109911322 0.008479653604026 -0.221720157424772 0.975073467625025 2.000942608079127 0.697847435410575
29.750442087627945 24.845651815771451 24.773668183042989 9.083466465783941 4.174942867918613 5.919285965003843 0.997171891839967 -0.069912296408320 -0.027576963850592 -0.068784113542170 -0.701138998024103 -0.709699127217988 -0.030281410940039 -0.709588878337782 0.703964956436617 3.085985883014656 0.621193579911671
27.052992509691862 27.174646116199394 25.215395378578172 13.894135092456422 2.960733306683399 5.238537094575934 0.941392783433278 -0.337197914416719 -0.008786000953829 -0.331335311942054 -0.919516249167069 -0.211439775297807 -0.063218180612917 -0.201958990962869 0.977351537374988 3.229786405821126 0.612797159368832
28.805188625734967 25.663730344114782 25.181946587617624 8.978484559159069 4.126691083869540 5.850873984973450 0.997171891839967 -0.069912296408320 -0.027576963850592 -0.068784113542170 -0.701138998024103 -0.709699127217988 -0.030281410940039 -0.709588878337782 0.703964956436617 3.050319688502168 0.614014152691027
26.668371636871335 24.693216840320346 27.234169321094356 11.344088131823561 5.684827902824771 3.316349303024539 0.721592549585342 -0.650382039257450 0.237291793777718 -0.560790285576380 -0.750087942432121 -0.350545766229046 -0.405978383643867 -0.119880280402027 0.905985800321752 3.904316586233911 0.611249983605718
26.565338508254506 21.182389790422324 23.722828977188929 16.420742027657962 1.609928305782505 8.274455538036632 0.975573089548743 -0.219403037955483 -0.010929496064578 -0.123543021243560 -0.589112209634285 0.798551141982668 0.181643246090611 0.777694741782221 0.601827732622842 4.208202484381878 0.615861015597474
28.268092977201803 23.890204441270203 26.292633616408068 15.166908665491027 4.542091583789989 3.129042304464306 0.993726390366711 -0.091948831703171 0.063665323663426 -0.025453228516942 0.368382016033775 0.929326004920209 0.108903600706364 0.925116264375086 -0.363730536444048 4.052835804183669 0.612855278674421
36.348773119938038 25.068424943077208 22.825216061038759 17.220560424522752 3.089882298651527 5.982029381839895 0.996693296958104 0.080677258470979 0.009677384170968 0.080811925317625 -0.971767128357994 -0.221671109911322 0.008479653604026 -0.221720157424772 0.975073467625025 2.001043509977205 0.697882625890561
24.064080749870833 27.197203845747104 27.292039530072138 8.796833333797638 4.196355589735954 5.905580663517329 -0.706390752693779 0.700191703165318 0.103651740589181 0.197539870576382 0.054395991496043 0.978784488864545 -0.679698539090222 -0.711879663235025 0.176740603798347 3.107859789776088 0.615163015851778
