x, y, z,mbe (breiman),num used patterns (mbe (breiman)),mbe (silverman),num used patterns (mbe (silverman)),parzen,num used patterns (parzen),sambe (breiman),num used patterns (sambe (breiman)),sambe (silverman),num used patterns (sambe (silverman)),squared[mbe (breiman) - mbe (silverman)],squared[mbe (breiman) - parzen],squared[mbe (breiman) - sambe (breiman)],squared[mbe (breiman) - sambe (silverman)],squared[mbe (silverman) - parzen],squared[mbe (silverman) - sambe (breiman)],squared[mbe (silverman) - sambe (silverman)],squared[parzen - sambe (breiman)],squared[parzen - sambe (silverman)],squared[sambe (breiman) - sambe (silverman)]
1.142745862503102838e+00, 1.323685775889948957e+00, 9.784448449403404524e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 8.400000000000000000e+01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
1.142745862503102838e+00, 1.323685775889948957e+00, 5.293395712785171270e+01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.620000000000000145e-12, 8.700000000000000000e+01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 6.864400000000000034e-24, 0.000000000000000000e+00, 0.000000000000000000e+00, 6.864400000000000034e-24, 0.000000000000000000e+00, 0.000000000000000000e+00, 6.864400000000000034e-24, 6.864400000000000034e-24, 0.000000000000000000e+00
1.142745862503102838e+00, 1.323685775889948957e+00, 9.608346580630001199e+01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.336710150000000032e-07, 8.300000000000000000e+01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 5.460214325113022904e-14, 0.000000000000000000e+00, 0.000000000000000000e+00, 5.460214325113022904e-14, 0.000000000000000000e+00, 0.000000000000000000e+00, 5.460214325113022904e-14, 5.460214325113022904e-14, 0.000000000000000000e+00
4.944612991847389338e+01, 1.323685775889948957e+00, 9.784448449403404524e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.669999999999999952e-13, 8.900000000000000000e+01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.788899999999999979e-26, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.788899999999999979e-26, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.788899999999999979e-26, 2.788899999999999979e-26, 0.000000000000000000e+00
4.944612991847389338e+01, 1.323685775889948957e+00, 5.293395712785171270e+01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.851324700000000126e-08, 9.000000000000000000e+01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 8.130052544830090976e-16, 0.000000000000000000e+00, 0.000000000000000000e+00, 8.130052544830090976e-16, 0.000000000000000000e+00, 0.000000000000000000e+00, 8.130052544830090976e-16, 8.130052544830090976e-16, 0.000000000000000000e+00
4.944612991847389338e+01, 1.323685775889948957e+00, 9.608346580630001199e+01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 8.900000000000000000e+01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
9.774951397444468171e+01, 1.323685775889948957e+00, 9.784448449403404524e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 8.600000000000000000e+01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
9.774951397444468171e+01, 1.323685775889948957e+00, 5.293395712785171270e+01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 9.432799999999999469e-11, 8.700000000000000000e+01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 8.897771583999998323e-21, 0.000000000000000000e+00, 0.000000000000000000e+00, 8.897771583999998323e-21, 0.000000000000000000e+00, 0.000000000000000000e+00, 8.897771583999998323e-21, 8.897771583999998323e-21, 0.000000000000000000e+00
9.774951397444468171e+01, 1.323685775889948957e+00, 9.608346580630001199e+01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 8.500000000000000000e+01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
1.142745862503102838e+00, 4.975331237885763613e+01, 9.784448449403404524e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.320999999999999905e-12, 8.800000000000000000e+01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 5.387040999999999233e-24, 0.000000000000000000e+00, 0.000000000000000000e+00, 5.387040999999999233e-24, 0.000000000000000000e+00, 0.000000000000000000e+00, 5.387040999999999233e-24, 5.387040999999999233e-24, 0.000000000000000000e+00
