x, y, z,mbe (breiman),num used patterns (mbe (breiman)),mbe (silverman),num used patterns (mbe (silverman)),parzen,num used patterns (parzen),sambe (breiman),num used patterns (sambe (breiman)),sambe (silverman),num used patterns (sambe (silverman)),squared[mbe (breiman) - mbe (silverman)],squared[mbe (breiman) - parzen],squared[mbe (breiman) - sambe (breiman)],squared[mbe (breiman) - sambe (silverman)],squared[mbe (silverman) - parzen],squared[mbe (silverman) - sambe (breiman)],squared[mbe (silverman) - sambe (silverman)],squared[parzen - sambe (breiman)],squared[parzen - sambe (silverman)],squared[sambe (breiman) - sambe (silverman)]
4.695476192547065608e-01, 1.919319830933352566e+00, 1.323685775889948957e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.556846809999999884e-07, 9.000000000000000000e+01, 1.370669339999999913e-07, 1.000000000000000000e+00, 1.370669339999999913e-07, 1.000000000000000000e+00, 0.000000000000000000e+00, 2.423771989807175865e-14, 1.878734439616035494e-14, 1.878734439616035494e-14, 2.423771989807175865e-14, 1.878734439616035494e-14, 1.878734439616035494e-14, 3.466205033560089014e-16, 3.466205033560089014e-16, 0.000000000000000000e+00
4.695476192547065608e-01, 1.919319830933352566e+00, 4.975331237885763613e+01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 4.100294890000000253e-07, 9.000000000000000000e+01, 1.619692924999999989e-06, 1.300000000000000000e+01, 1.700683938999999948e-06, 1.400000000000000000e+01, 0.000000000000000000e+00, 1.681241818496011429e-13, 2.623405171295055682e-12, 2.892325860372555371e-12, 1.681241818496011429e-13, 2.623405171295055682e-12, 2.892325860372555371e-12, 1.463285628395326016e-12, 1.665788909304802325e-12, 6.559544348748189067e-15
4.695476192547065608e-01, 1.919319830933352566e+00, 9.818293898182531620e+01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.325699999999999975e-11, 9.000000000000000000e+01, 3.160508949999999919e-07, 2.000000000000000000e+00, 3.160508949999999919e-07, 2.000000000000000000e+00, 0.000000000000000000e+00, 1.757480489999999994e-22, 9.988816823030101761e-14, 9.988816823030101761e-14, 1.757480489999999994e-22, 9.988816823030101761e-14, 9.988816823030101761e-14, 9.987978863261902579e-14, 9.987978863261902579e-14, 0.000000000000000000e+00
4.975172117946256378e+01, 1.919319830933352566e+00, 1.323685775889948957e+00, 1.607976143999999965e-06, 2.000000000000000000e+00, 1.690068411999999896e-06, 2.000000000000000000e+00, 1.876851930999999991e-06, 9.000000000000000000e+01, 1.635073459999999941e-07, 1.000000000000000000e+00, 1.787257740000000091e-07, 1.000000000000000000e+00, 6.739140465383812389e-15, 7.229418883486938479e-14, 2.086490108395564932e-12, 2.042756620145136976e-12, 3.488808297002339423e-14, 2.330388688227055992e-12, 2.284156569436798684e-12, 2.935549666948822252e-12, 2.883632445087588511e-12, 2.316005507911844517e-16
4.975172117946256378e+01, 1.919319830933352566e+00, 4.975331237885763613e+01, 1.544835641999999922e-06, 2.000000000000000000e+00, 1.587282074000000016e-06, 2.000000000000000000e+00, 1.524458265999999990e-06, 9.000000000000000000e+01, 2.736239278000000130e-06, 7.000000000000000000e+00, 2.756156641000000129e-06, 7.000000000000000000e+00, 1.801699589530631848e-15, 4.152374526453732438e-16, 1.419442623874020948e-12, 1.467298562618358516e-12, 3.946830851620867104e-15, 1.320102656623497813e-12, 1.366267753379437817e-12, 1.468413221043744415e-12, 1.517080886977641039e-12, 3.967013488737689440e-16
4.975172117946256378e+01, 1.919319830933352566e+00, 9.818293898182531620e+01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 6.303539269999999810e-07, 9.000000000000000000e+01, 1.643645120000000063e-07, 2.000000000000000000e+00, 1.668868930000000130e-07, 2.000000000000000000e+00, 0.000000000000000000e+00, 3.973460732843213102e-13, 2.701569280499814744e-14, 2.785123505519345259e-14, 3.973460732843213102e-13, 2.701569280499814744e-14, 2.785123505519345259e-14, 2.171461348920422359e-13, 2.148016916047571109e-13, 6.362405909161033862e-18
9.903389473967042989e+01, 1.919319830933352566e+00, 1.323685775889948957e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 3.024885710000000085e-07, 9.000000000000000000e+01, 2.713280510000000057e-07, 3.000000000000000000e+00, 2.819398539999999952e-07, 3.000000000000000000e+00, 0.000000000000000000e+00, 9.149933558562205185e-14, 7.361891125945860472e-14, 7.949008127354130730e-14, 9.149933558562205185e-14, 7.361891125945860472e-14, 7.949008127354130730e-14, 9.709780066704001644e-16, 4.222497703460895495e-16, 1.126103629108087862e-16
9.903389473967042989e+01, 1.919319830933352566e+00, 4.975331237885763613e+01, 8.066516399999999539e-07, 1.000000000000000000e+00, 8.369791140000000363e-07, 1.000000000000000000e+00, 1.663942078999999927e-06, 9.000000000000000000e+01, 2.108890587999999995e-06, 5.000000000000000000e+00, 2.120330561999999956e-06, 5.000000000000000000e+00, 9.197556792206809288e-16, 7.349468968008126826e-13, 1.695826277688146882e-12, 1.725752310107082118e-12, 6.838677454815910392e-13, 1.617758797692852593e-12, 1.646990939083696422e-12, 1.979791756613231337e-13, 2.082904474150413212e-13, 1.308730051206751055e-16
9.903389473967042989e+01, 1.919319830933352566e+00, 9.818293898182531620e+01, 7.525206760000000347e-07, 1.000000000000000000e+00, 7.683183020000000216e-07, 1.000000000000000000e+00, 6.472101439999999763e-07, 9.000000000000000000e+01, 6.222481250000000310e-07, 1.000000000000000000e+00, 6.373321080000000268e-07, 1.000000000000000000e+00, 2.495649872358756090e-16, 1.109030815012303675e-14, 1.697093754404760198e-14, 1.326840619789062506e-14, 1.466718593415297633e-14, 2.133649660881132715e-14, 1.715738301860563529e-14, 6.231023925563582653e-16, 9.757559521729500694e-17, 2.275265431442888843e-16
4.695476192547065608e-01, 5.090201024386000483e+01, 1.323685775889948957e+00, 8.363741769999999759e-07, 1.000000000000000000e+00, 8.753284779999999752e-07, 1.000000000000000000e+00, 7.764432660000000250e-07, 9.000000000000000000e+01, 5.904395570000000193e-07, 1.000000000000000000e+00, 6.188181199999999881e-07, 1.000000000000000000e+00, 1.517437566398600989e-15, 3.591714093289915409e-15, 6.048383731454438471e-14, 4.733063793738724285e-14, 9.778285152284933902e-15, 8.116169730854422062e-14, 6.579756376128815732e-14, 3.459737976175668337e-14, 2.484568665152132915e-14, 8.053428379449672182e-16
4.695476192547065608e-01, 5.090201024386000483e+01, 4.975331237885763613e+01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 5.764742380000000470e-07, 9.000000000000000000e+01, 1.154926636000000006e-06, 8.000000000000000000e+00, 1.165599688999999939e-06, 8.000000000000000000e+00, 0.000000000000000000e+00, 3.323225470776807047e-13, 1.333855534542276559e-12, 1.358622634996896565e-12, 3.323225470776807047e-13, 1.333855534542276559e-12, 1.358622634996896565e-12, 3.346071767519503721e-13, 3.470687970159532794e-13, 1.139140603408075782e-16
4.695476192547065608e-01, 5.090201024386000483e+01, 9.818293898182531620e+01, 7.255774180000000202e-07, 1.000000000000000000e+00, 7.347160399999999857e-07, 1.000000000000000000e+00, 7.639313079999999658e-07, 9.000000000000000000e+01, 5.157867639999999495e-07, 2.000000000000000000e+00, 5.202871699999999604e-07, 2.000000000000000000e+00, 8.351441205888337308e-17, 1.471020878132095733e-15, 4.401211850574774826e-14, 4.214408592390152972e-14, 8.535318843118228350e-16, 4.793002788988419240e-14, 4.597974028947691374e-14, 6.157571471696794959e-14, 5.936246598176304726e-14, 2.025365416483609732e-17
4.975172117946256378e+01, 5.090201024386000483e+01, 1.323685775889948957e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 3.213356800000000299e-08, 9.000000000000000000e+01, 6.485085699999999759e-07, 1.000000000000000000e+00, 6.485085699999999759e-07, 1.000000000000000000e+00, 0.000000000000000000e+00, 1.032566192410624257e-15, 4.205633653634448758e-13, 4.205633653634448758e-13, 1.032566192410624257e-15, 4.205633653634448758e-13, 4.205633653634448758e-13, 3.799181430905000144e-13, 3.799181430905000144e-13, 0.000000000000000000e+00
4.975172117946256378e+01, 5.090201024386000483e+01, 4.975331237885763613e+01, 3.245966474000000069e-06, 5.000000000000000000e+00, 3.237772649999999833e-06, 5.000000000000000000e+00, 3.810689183999999937e-06, 9.000000000000000000e+01, 3.663410909999999919e-06, 1.600000000000000000e+01, 3.653067899999999828e-06, 1.600000000000000000e+01, 6.713875174297985807e-17, 3.189117391897439410e-13, 1.742598571473579811e-13, 1.657315710512332899e-13, 3.282333549305732872e-13, 1.811679283758276674e-13, 1.724701446725625074e-13, 2.169088999241908232e-14, 2.484446916980869150e-14, 1.069778558601018923e-16
4.975172117946256378e+01, 5.090201024386000483e+01, 9.818293898182531620e+01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 4.840406590000000465e-07, 9.000000000000000000e+01, 1.835689210000000094e-06, 3.000000000000000000e+00, 1.835689210000000094e-06, 3.000000000000000000e+00, 0.000000000000000000e+00, 2.342953595651543212e-13, 3.369754875710424394e-12, 3.369754875710424394e-12, 2.342953595651543212e-13, 3.369754875710424394e-12, 3.369754875710424394e-12, 1.826953805420399623e-12, 1.826953805420399623e-12, 0.000000000000000000e+00
