x, y, z,true densities,mbe (breiman),num used patterns (mbe (breiman)),mbe (silverman),num used patterns (mbe (silverman)),parzen,num used patterns (parzen),sambe (breiman),num used patterns (sambe (breiman)),sambe (silverman),num used patterns (sambe (silverman)),mbe (breiman) - mbe (silverman),mbe (breiman) - parzen,mbe (breiman) - sambe (breiman),mbe (breiman) - sambe (silverman),mbe (silverman) - parzen,mbe (silverman) - sambe (breiman),mbe (silverman) - sambe (silverman),parzen - sambe (breiman),parzen - sambe (silverman),sambe (breiman) - sambe (silverman)
7.917250380826645539e+01, 1.613095178849962608e+01, 5.104125286980571019e+01, 8.004026776602965145e-06, 2.091259941900000001e-05, 2.000000000000000000e+00, 2.078495974100000044e-05, 2.000000000000000000e+00, 2.117012513600000052e-05, nan, 1.155615401299999951e-05, 6.000000000000000000e+00, 1.018742901800000009e-05, 6.000000000000000000e+00, 1.276396779999995699e-07, -2.575257170000005080e-07, 9.356445406000000496e-06, 1.072517040099999992e-05, -3.851653950000000779e-07, 9.228805728000000926e-06, 1.059753072300000035e-05, 9.613971123000001004e-06, 1.098269611800000043e-05, 1.368724994999999422e-06
5.288949197529044710e+01, 6.531083254653984227e+01, 4.656485468747926859e+01, 2.741055830720195239e-06, 9.808314406000000557e-06, 2.000000000000000000e+00, 7.525755085999999928e-06, 2.000000000000000000e+00, 1.149426239699999923e-05, nan, 5.347306702000000414e-06, 1.000000000000000000e+00, 3.914673999000000207e-06, 1.000000000000000000e+00, 2.282559320000000629e-06, -1.685947990999998674e-06, 4.461007704000000143e-06, 5.893640407000000350e-06, -3.968507310999999303e-06, 2.178448383999999513e-06, 3.611081086999999721e-06, 6.146955694999998816e-06, 7.579588397999999024e-06, 1.432632703000000208e-06
5.680445610939322876e+01, 2.532916025397821258e+01, 5.332783307299015263e+01, 2.947384655995468130e-06, 1.838318470800000046e-05, 2.000000000000000000e+00, 1.772266871099999942e-05, 2.000000000000000000e+00, 1.977120776100000106e-05, nan, 1.029568016099999988e-05, 1.000000000000000000e+00, 9.885339651000000827e-06, 1.000000000000000000e+00, 6.605159970000010314e-07, -1.388023053000000603e-06, 8.087504547000000577e-06, 8.497845056999999628e-06, -2.048539050000001635e-06, 7.426988549999999546e-06, 7.837329059999998597e-06, 9.475527600000001181e-06, 9.885868110000000232e-06, 4.103405099999990512e-07
9.255966382926609981e+01, 4.663107728563063148e+01, 5.423933707541044669e+01, 1.478706371309352793e-06, 6.160303668999999776e-06, 1.000000000000000000e+00, 4.509855510999999881e-06, 1.000000000000000000e+00, 1.149426239699999923e-05, nan, 3.833364610000000168e-07, 2.000000000000000000e+00, 3.945661170000000150e-07, 3.000000000000000000e+00, 1.650448157999999895e-06, -5.333958727999999455e-06, 5.776967207999999547e-06, 5.765737551999999549e-06, -6.984406885999999350e-06, 4.126519049999999652e-06, 4.115289393999999654e-06, 1.111092593599999985e-05, 1.109969627999999900e-05, -1.122965599999999818e-08
7.103605819788693765e+00, 2.444255920016027517e+01, 5.263583125160103293e+01, 4.453119568997791705e-06, 6.160303668999999776e-06, 1.000000000000000000e+00, 4.509855510999999881e-06, 1.000000000000000000e+00, 1.149426239699999923e-05, nan, 6.187281564999999973e-06, 1.000000000000000000e+00, 4.529605578000000337e-06, 1.000000000000000000e+00, 1.650448157999999895e-06, -5.333958727999999455e-06, -2.697789600000019691e-08, 1.630698090999999438e-06, -6.984406885999999350e-06, -1.677426054000000092e-06, -1.975006700000045629e-08, 5.306980831999999258e-06, 6.964656818999998893e-06, 1.657675986999999635e-06
8.712929970154071668e+00, 1.589695836455197231e+01, 4.959767583628309495e+01, 8.777389524226874947e-06, 6.160303668999999776e-06, 1.000000000000000000e+00, 7.296490421999999709e-06, 2.000000000000000000e+00, 1.149426239699999923e-05, nan, 6.320994090000000289e-07, 1.000000000000000000e+00, 4.627494279999999743e-07, 1.000000000000000000e+00, -1.136186752999999933e-06, -5.333958727999999455e-06, 5.528204259999999641e-06, 5.697554240999999801e-06, -4.197771974999999522e-06, 6.664391012999999574e-06, 6.833740993999999734e-06, 1.086216298799999910e-05, 1.103151296900000010e-05, 1.693499810000000545e-07
2.021839744032571939e+00, 1.103751411643051306e+01, 4.760572435121632395e+01, 5.028440658358771709e-06, 2.361238360299999851e-05, 2.000000000000000000e+00, 2.418273425100000041e-05, 2.000000000000000000e+00, 2.251132809900000033e-05, nan, 2.980743446999999846e-06, 3.000000000000000000e+00, 2.875468917000000048e-06, 3.000000000000000000e+00, -5.703506480000018958e-07, 1.101055503999998184e-06, 2.063164015599999951e-05, 2.073691468599999973e-05, 1.671406152000000080e-06, 2.120199080400000141e-05, 2.130726533400000163e-05, 1.953058465200000133e-05, 1.963585918200000155e-05, 1.052745299999997986e-07
8.326198455479379845e+01, 6.563295894652733864e+01, 5.235782574041006399e+01, 5.116298834675188855e-06, 6.160303668999999776e-06, 1.000000000000000000e+00, 4.509855510999999881e-06, 1.000000000000000000e+00, 1.149426239699999923e-05, nan, 2.744520300999999995e-06, 4.000000000000000000e+00, 2.545537857000000024e-06, 5.000000000000000000e+00, 1.650448157999999895e-06, -5.333958727999999455e-06, 3.415783367999999781e-06, 3.614765811999999752e-06, -6.984406885999999350e-06, 1.765335209999999887e-06, 1.964317653999999857e-06, 8.749742095999998813e-06, 8.948724539999999207e-06, 1.989824439999999708e-07
7.781567509498505331e+01, 1.381829513486137984e+01, 4.909846893960714453e+01, 8.224271248509453967e-06, 2.091259941900000001e-05, 2.000000000000000000e+00, 2.078495974100000044e-05, 2.000000000000000000e+00, 2.117012513600000052e-05, nan, 1.126973596199999966e-05, 6.000000000000000000e+00, 1.001710813599999922e-05, 6.000000000000000000e+00, 1.276396779999995699e-07, -2.575257170000005080e-07, 9.642863457000000355e-06, 1.089549128300000079e-05, -3.851653950000000779e-07, 9.515223779000000785e-06, 1.076785160500000122e-05, 9.900389174000000863e-06, 1.115301700000000130e-05, 1.252627826000000439e-06
8.700121482468190948e+01, 1.965823616800534879e+01, 5.273347027613462501e+01, 4.225677237889867781e-06, 6.160303668999999776e-06, 1.000000000000000000e+00, 4.509855510999999881e-06, 1.000000000000000000e+00, 1.149426239699999923e-05, nan, 6.730406384999999731e-06, 3.000000000000000000e+00, 5.530914896999999995e-06, 3.000000000000000000e+00, 1.650448157999999895e-06, -5.333958727999999455e-06, -5.701027159999999555e-07, 6.293887719999997804e-07, -6.984406885999999350e-06, -2.220550873999999850e-06, -1.021059386000000114e-06, 4.763856011999999499e-06, 5.963347499999999235e-06, 1.199491487999999736e-06
9.786183422327640358e+01, 3.687251706609641388e+01, 5.046571700899213653e+01, 8.729222304332642348e-06, 6.160303668999999776e-06, 1.000000000000000000e+00, 4.509855510999999881e-06, 1.000000000000000000e+00, 1.149426239699999923e-05, nan, 6.077144715000000329e-06, 1.000000000000000000e+00, 4.448976227999999835e-06, 1.000000000000000000e+00, 1.650448157999999895e-06, -5.333958727999999455e-06, 8.315895399999944640e-08, 1.711327440999999941e-06, -6.984406885999999350e-06, -1.567289204000000448e-06, 6.087928300000004594e-08, 5.417117681999998901e-06, 7.045286168999999396e-06, 1.628168487000000494e-06
7.991585642167235903e+01, 8.209932298479351687e+01, 5.218383127505747865e+01, 5.537004287708702809e-06, 2.229848180100000126e-05, 2.000000000000000000e+00, 2.251277890500000156e-05, 2.000000000000000000e+00, 2.187583293400000093e-05, nan, 9.689085189000000496e-06, 2.000000000000000000e+00, 1.235325610799999955e-05, 4.000000000000000000e+00, -2.142971040000003010e-07, 4.226488670000003265e-07, 1.260939661200000076e-05, 9.945225693000001705e-06, 6.369459710000006274e-07, 1.282369371600000106e-05, 1.015952279700000201e-05, 1.218674774500000044e-05, 9.522576826000001378e-06, -2.664170918999999058e-06
4.614793622529318640e+01, 9.710127579306126577e+00, 5.079685948897865444e+01, 8.371784062994666592e-06, 1.898193211200000161e-05, 2.000000000000000000e+00, 1.843677094000000113e-05, 2.000000000000000000e+00, 2.011680679799999886e-05, nan, 3.152162495000000081e-06, 3.000000000000000000e+00, 3.697323609000000144e-06, 5.000000000000000000e+00, 5.451611720000004854e-07, -1.134874685999997249e-06, 1.582976961700000238e-05, 1.528460850300000020e-05, -1.680035857999997734e-06, 1.528460844500000189e-05, 1.473944733100000140e-05, 1.696464430299999963e-05, 1.641948318899999745e-05, -5.451611140000000632e-07
7.805291762864554528e+01, 8.379449074988039570e+01, 5.157994563515458708e+01, 6.950007196209694660e-06, 2.229848180100000126e-05, 2.000000000000000000e+00, 2.251277890500000156e-05, 2.000000000000000000e+00, 2.187583293400000093e-05, nan, 1.290001293899999977e-05, 3.000000000000000000e+00, 1.202238518200000012e-05, 3.000000000000000000e+00, -2.142971040000003010e-07, 4.226488670000003265e-07, 9.398468862000001494e-06, 1.027609661900000114e-05, 6.369459710000006274e-07, 9.612765966000001795e-06, 1.049039372300000144e-05, 8.975819995000001167e-06, 9.853447752000000817e-06, 8.776277569999996501e-07
1.182744258689332284e+01, 9.609840789396306704e+00, 5.002347876009691419e+01, 8.920128843167188278e-06, 6.160303668999999776e-06, 1.000000000000000000e+00, 7.296490421999999709e-06, 2.000000000000000000e+00, 1.149426239699999923e-05, nan, 8.310995571999999317e-06, 5.000000000000000000e+00, 9.118598455999999726e-06, 6.000000000000000000e+00, -1.136186752999999933e-06, -5.333958727999999455e-06, -2.150691902999999541e-06, -2.958294786999999950e-06, -4.197771974999999522e-06, -1.014505149999999609e-06, -1.822108034000000017e-06, 3.183266824999999914e-06, 2.375663940999999505e-06, -8.076028840000004086e-07
6.399210213275237891e+01, 9.764594650133957998e+01, 5.399332782338456838e+01, 1.810673373237056524e-06, 1.038710615899999920e-05, 2.000000000000000000e+00, 7.869938426999999555e-06, 2.000000000000000000e+00, 1.149426239699999923e-05, nan, 5.275119771000000364e-06, 2.000000000000000000e+00, 4.020895938000000207e-06, 2.000000000000000000e+00, 2.517167731999999641e-06, -1.107156238000000034e-06, 5.111986387999998833e-06, 6.366210220999998990e-06, -3.624323969999999675e-06, 2.594818655999999192e-06, 3.849042488999999349e-06, 6.219142625999998867e-06, 7.473366458999999024e-06, 1.254223833000000157e-06
1.433532874090463949e+01, 4.686512016477016118e+01, 5.028378406645204990e+01, 8.849068297588914259e-06, 6.160303668999999776e-06, 1.000000000000000000e+00, 4.509855510999999881e-06, 1.000000000000000000e+00, 1.149426239699999923e-05, nan, 2.289482707999999802e-06, 2.000000000000000000e+00, 1.745540315000000083e-06, 2.000000000000000000e+00, 1.650448157999999895e-06, -5.333958727999999455e-06, 3.870820961000000397e-06, 4.414763353999999482e-06, -6.984406885999999350e-06, 2.220372803000000079e-06, 2.764315195999999587e-06, 9.204779688999999005e-06, 9.748722081999999784e-06, 5.439423929999997195e-07
9.446689170495838539e+01, 9.767610881903371478e+01, 5.089887554289422411e+01, 8.228204221941778042e-06, 1.560578380600000049e-05, 2.000000000000000000e+00, 1.449857343699999966e-05, 2.000000000000000000e+00, 1.802508876500000023e-05, nan, 9.165822246999999470e-06, 2.000000000000000000e+00, 8.778646661000000709e-06, 2.000000000000000000e+00, 1.107210369000000835e-06, -2.419304958999999742e-06, 6.439961559000001020e-06, 6.827137144999999782e-06, -3.526515328000000578e-06, 5.332751190000000185e-06, 5.719926775999998946e-06, 8.859266518000000762e-06, 9.246442103999999524e-06, 3.871755859999987618e-07
5.218483217500716620e+01, 6.048455197450459764e+01, 5.421085297049389595e+01, 1.516391523415117779e-06, 6.160303668999999776e-06, 1.000000000000000000e+00, 7.159983467000000329e-06, 2.000000000000000000e+00, 1.149426239699999923e-05, nan, 7.161533519999999579e-06, 2.000000000000000000e+00, 7.352001348000000314e-06, 3.000000000000000000e+00, -9.996797980000005532e-07, -5.333958727999999455e-06, -1.001229850999999803e-06, -1.191697679000000538e-06, -4.334278929999998902e-06, -1.550052999999249916e-09, -1.920178809999999845e-07, 4.332728876999999652e-06, 4.142261048999998917e-06, -1.904678280000007346e-07
4.146619399905235781e+01, 7.392635793983016868e+01, 4.698631912199419247e+01, 3.597137076538031162e-06, 6.160303668999999776e-06, 1.000000000000000000e+00, 4.509855510999999881e-06, 1.000000000000000000e+00, 1.149426239699999923e-05, nan, 5.899907270000000369e-06, 1.000000000000000000e+00, 4.319223653000000228e-06, 1.000000000000000000e+00, 1.650448157999999895e-06, -5.333958727999999455e-06, 2.603963989999994071e-07, 1.841080015999999548e-06, -6.984406885999999350e-06, -1.390051759000000488e-06, 1.906318579999996530e-07, 5.594355126999998862e-06, 7.175038743999999003e-06, 1.580683617000000141e-06
2.645556121046269737e+01, 3.918779225432067470e+00, 4.715910917899218191e+01, 3.980070172083889322e-06, 6.160303668999999776e-06, 1.000000000000000000e+00, 4.509855510999999881e-06, 1.000000000000000000e+00, 1.149426239699999923e-05, nan, 1.604450829999999990e-06, 1.000000000000000000e+00, 1.174591676999999927e-06, 1.000000000000000000e+00, 1.650448157999999895e-06, -5.333958727999999455e-06, 4.555852838999999574e-06, 4.985711991999999849e-06, -6.984406885999999350e-06, 2.905404680999999679e-06, 3.335263833999999954e-06, 9.889811566999999029e-06, 1.031967071999999930e-05, 4.298591530000000633e-07
7.742336894342166431e+01, 2.828069625764095818e+01, 5.216763693660583812e+01, 5.576160890298094906e-06, 6.160303668999999776e-06, 1.000000000000000000e+00, 4.509855510999999881e-06, 1.000000000000000000e+00, 1.149426239699999923e-05, nan, 5.322103533000000260e-06, 2.000000000000000000e+00, 5.341363202999999833e-06, 3.000000000000000000e+00, 1.650448157999999895e-06, -5.333958727999999455e-06, 8.382001359999995154e-07, 8.189404659999999431e-07, -6.984406885999999350e-06, -8.122480220000003793e-07, -8.315076919999999516e-07, 6.172158863999998970e-06, 6.152899193999999398e-06, -1.925966999999957228e-08
4.561503322165485486e+01, 1.201965612131689021e+01, 4.737681632016871447e+01, 4.482837669114862585e-06, 1.898193211200000161e-05, 2.000000000000000000e+00, 1.843677094000000113e-05, 2.000000000000000000e+00, 2.011680679799999886e-05, nan, 4.302220076999999955e-06, 4.000000000000000000e+00, 3.638487267000000057e-06, 4.000000000000000000e+00, 5.451611720000004854e-07, -1.134874685999997249e-06, 1.467971203500000166e-05, 1.534344484500000028e-05, -1.680035857999997734e-06, 1.413455086300000117e-05, 1.479828367300000149e-05, 1.581458672099999891e-05, 1.647831953099999753e-05, 6.637328099999998981e-07
5.684339488686484998e+01, 2.961401975221449234e+01, 5.434606909362055660e+01, 1.349229730150158181e-06, 2.197405581699999867e-05, 3.000000000000000000e+00, 2.070458972999999889e-05, 3.000000000000000000e+00, 1.977120776100000106e-05, nan, 1.041094129099999968e-05, 3.000000000000000000e+00, 1.074578267799999973e-05, 4.000000000000000000e+00, 1.269466086999999780e-06, 2.202848055999997616e-06, 1.156311452599999900e-05, 1.122827313899999894e-05, 9.333819689999978359e-07, 1.029364843899999922e-05, 9.958807051999999163e-06, 9.360266470000001382e-06, 9.025425083000001328e-06, -3.348413870000000543e-07
1.878980043635514185e+00, 1.187277189542440503e+01, 4.907511984223702939e+01, 8.189273477007565614e-06, 2.361238360299999851e-05, 2.000000000000000000e+00, 2.418273425100000041e-05, 2.000000000000000000e+00, 2.251132809900000033e-05, nan, 2.941717437000000186e-06, 3.000000000000000000e+00, 3.119282221000000132e-06, 4.000000000000000000e+00, -5.703506480000018958e-07, 1.101055503999998184e-06, 2.067066616599999790e-05, 2.049310138199999880e-05, 1.671406152000000080e-06, 2.124101681399999980e-05, 2.106345203000000070e-05, 1.956961066199999972e-05, 1.939204587800000062e-05, -1.775647839999999465e-07
6.176354970758770691e+01, 3.179831793939760232e+01, 4.832864023150917632e+01, 6.746481896093434603e-06, 6.160303668999999776e-06, 1.000000000000000000e+00, 7.170776970000000125e-06, 2.000000000000000000e+00, 1.149426239699999923e-05, nan, 6.793527610000000256e-06, 2.000000000000000000e+00, 6.534926338000000354e-06, 3.000000000000000000e+00, -1.010473301000000349e-06, -5.333958727999999455e-06, -6.332239410000004804e-07, -3.746226690000005783e-07, -4.323485426999999106e-06, 3.772493599999998686e-07, 6.358506319999997707e-07, 4.700734786999998975e-06, 4.959336058999998877e-06, 2.586012719999999021e-07
6.120957227224214137e+01, 4.142629945146699555e+01, 5.429982908800133856e+01, 1.404263198575230407e-06, 6.160303668999999776e-06, 1.000000000000000000e+00, 4.509855510999999881e-06, 1.000000000000000000e+00, 1.149426239699999923e-05, nan, 1.205559229700000057e-05, 4.000000000000000000e+00, 1.204866955499999930e-05, 5.000000000000000000e+00, 1.650448157999999895e-06, -5.333958727999999455e-06, -5.895288628000000797e-06, -5.888365885999999521e-06, -6.984406885999999350e-06, -7.545736786000000692e-06, -7.538814043999999416e-06, -5.613299000000013424e-07, -5.544071580000000662e-07, 6.922742000001276172e-09
6.169339968747569003e+01, 6.414749634878436524e+00, 5.331053171534129831e+01, 2.981431314775136193e-06, 6.160303668999999776e-06, 1.000000000000000000e+00, 7.283448797000000309e-06, 2.000000000000000000e+00, 1.149426239699999923e-05, nan, 4.542979078000000083e-06, 2.000000000000000000e+00, 3.457155284000000120e-06, 2.000000000000000000e+00, -1.123145128000000533e-06, -5.333958727999999455e-06, 1.617324590999999693e-06, 2.703148384999999656e-06, -4.210813599999998922e-06, 2.740469719000000226e-06, 3.826293513000000613e-06, 6.951283318999999148e-06, 8.037107112999999534e-06, 1.085823793999999963e-06
9.437480785146242113e+01, 6.924721193700197830e+01, 5.417598878750264646e+01, 1.559674710599105373e-06, 6.160303668999999776e-06, 1.000000000000000000e+00, 4.509855510999999881e-06, 1.000000000000000000e+00, 1.149426239699999923e-05, nan, 3.021176830000000205e-07, 2.000000000000000000e+00, 3.019025540000000235e-07, 3.000000000000000000e+00, 1.650448157999999895e-06, -5.333958727999999455e-06, 5.858185985999999861e-06, 5.858401114999999594e-06, -6.984406885999999350e-06, 4.207737827999999966e-06, 4.207952956999999699e-06, 1.119214471399999847e-05, 1.119235984299999905e-05, 2.151289999999970555e-10
6.818202991034834781e+01, 5.666014542065751414e+01, 5.202597744655432876e+01, 5.917458531522785467e-06, 1.710324475300000087e-05, 2.000000000000000000e+00, 1.621878942599999917e-05, 2.000000000000000000e+00, 1.899792660900000011e-05, nan, 8.217105604999999541e-06, 2.000000000000000000e+00, 7.525997179999999961e-06, 2.000000000000000000e+00, 8.844553270000017034e-07, -1.894681855999999238e-06, 8.886139148000001331e-06, 9.577247573000000064e-06, -2.779137183000000941e-06, 8.001683820999999628e-06, 8.692792245999998360e-06, 1.078082100400000057e-05, 1.147192942899999930e-05, 6.911084249999995799e-07
3.595079005737859745e+01, 2.653894909394454160e+01, 4.807424082424886080e+01, 6.156513799543414861e-06, 6.160303668999999776e-06, 1.000000000000000000e+00, 7.164662200999999773e-06, 2.000000000000000000e+00, 1.149426239699999923e-05, nan, 4.852101001000000234e-06, 4.000000000000000000e+00, 4.110906405000000151e-06, 4.000000000000000000e+00, -1.004358531999999997e-06, -5.333958727999999455e-06, 1.308202667999999542e-06, 2.049397263999999625e-06, -4.329600195999999458e-06, 2.312561199999999539e-06, 3.053755795999999622e-06, 6.642161395999998997e-06, 7.383355991999999080e-06, 7.411945960000000837e-07
4.370319537993414372e+01, 5.232480534666996874e+01, 5.427103507656939030e+01, 3.197797366653407232e-06, 6.160303668999999776e-06, 1.000000000000000000e+00, 4.509855510999999881e-06, 1.000000000000000000e+00, 1.149426239699999923e-05, nan, 3.508099303000000039e-06, 1.000000000000000000e+00, 4.016105800000000257e-06, 2.000000000000000000e+00, 1.650448157999999895e-06, -5.333958727999999455e-06, 2.652204365999999736e-06, 2.144197868999999519e-06, -6.984406885999999350e-06, 1.001756207999999842e-06, 4.937497109999996241e-07, 7.986163094000000038e-06, 7.478156596999998974e-06, -5.080064970000002176e-07
6.976311959272648267e+01, 9.394051075844167542e+00, 4.940072624435362059e+01, 8.605939570337707188e-06, 6.160303668999999776e-06, 1.000000000000000000e+00, 4.509855510999999881e-06, 1.000000000000000000e+00, 1.149426239699999923e-05, nan, 1.145368282100000039e-05, 3.000000000000000000e+00, 1.162625404199999991e-05, 4.000000000000000000e+00, 1.650448157999999895e-06, -5.333958727999999455e-06, -5.293379152000000612e-06, -5.465950373000000134e-06, -6.984406885999999350e-06, -6.943827310000000507e-06, -7.116398531000000029e-06, 4.057957599999884252e-08, -1.319916450000006793e-07, -1.725712209999995218e-07
6.022547162926983333e+00, 5.759464955561792721e+01, 5.179434704998021743e+01, 6.464963603479920546e-06, 6.160303668999999776e-06, 1.000000000000000000e+00, 4.509855510999999881e-06, 1.000000000000000000e+00, 1.149426239699999923e-05, nan, 2.117816388000000021e-06, 1.000000000000000000e+00, 1.550418034999999896e-06, 1.000000000000000000e+00, 1.650448157999999895e-06, -5.333958727999999455e-06, 4.042487280999999755e-06, 4.609885633999999880e-06, -6.984406885999999350e-06, 2.392039122999999860e-06, 2.959437475999999986e-06, 9.376446008999999210e-06, 9.943844361999999335e-06, 5.673983530000001254e-07
