x, y, z,true densities,mbe (breiman),num used patterns (mbe (breiman)),mbe (silverman),num used patterns (mbe (silverman)),parzen,num used patterns (parzen),sambe (breiman),num used patterns (sambe (breiman)),sambe (silverman),num used patterns (sambe (silverman)),mbe (breiman) - mbe (silverman),mbe (breiman) - parzen,mbe (breiman) - sambe (breiman),mbe (breiman) - sambe (silverman),mbe (silverman) - parzen,mbe (silverman) - sambe (breiman),mbe (silverman) - sambe (silverman),parzen - sambe (breiman),parzen - sambe (silverman),sambe (breiman) - sambe (silverman)
2.430334735960100900e+01, 2.512558952320524952e+01, 2.239464575203535901e+01, 9.136009561648518115e-04, 6.130346888600000607e-05, 3.300000000000000000e+01, 1.041374318660000020e-04, 3.500000000000000000e+01, 2.018651960999999869e-05, nan, 2.564803393599999850e-05, 3.800000000000000000e+01, 4.304942737500000059e-05, 4.100000000000000000e+01, -4.283396297999999592e-05, 4.111694927600000738e-05, 3.565543495000000418e-05, 1.825404151100000548e-05, 8.395091225599999652e-05, 7.848939793000000011e-05, 6.108800449100000140e-05, -5.461514325999999804e-06, -2.286290776500000190e-05, -1.740139343900000209e-05
2.701430926076189110e+01, 2.604125286980570664e+01, 2.156485468747926859e+01, 3.481719181832127678e-04, 5.908233005300000062e-05, 3.300000000000000000e+01, 9.826224157599999667e-05, 3.500000000000000000e+01, 1.987345702699999962e-05, nan, 3.340923147199999921e-05, 2.600000000000000000e+01, 4.976429148400000229e-05, 2.500000000000000000e+01, -3.917991152299999606e-05, 3.920887302599999761e-05, 2.567309858100000141e-05, 9.318038568999998327e-06, 7.838878454899999367e-05, 6.485301010399999069e-05, 4.849795009199999439e-05, -1.353577444499999959e-05, -2.989083445700000267e-05, -1.635506001200000308e-05
2.832783307299015263e+01, 2.923933707541045024e+01, 2.763583125160102938e+01, 5.208827828881213334e-05, 4.915534584200000274e-05, 3.100000000000000000e+01, 5.715153087900000318e-05, 2.400000000000000000e+01, 1.877745096599999958e-05, nan, 3.027598454500000133e-05, 2.400000000000000000e+01, 4.186853961900000308e-05, 2.800000000000000000e+01, -7.996185037000000449e-06, 3.037789487600000315e-05, 1.887936129700000141e-05, 7.286806222999999653e-06, 3.837407991300000021e-05, 2.687554633400000186e-05, 1.528299126000000010e-05, -1.149853357900000174e-05, -2.309108865300000350e-05, -1.159255507400000176e-05
2.459767583628309495e+01, 2.260572435121632395e+01, 2.735782574041006754e+01, 6.025091863577063805e-04, 5.764268892799999665e-05, 3.300000000000000000e+01, 8.905025293100000657e-05, 3.200000000000000000e+01, 1.965966424499999979e-05, nan, 5.133068380300000031e-05, 3.300000000000000000e+01, 7.649193075600000638e-05, 3.400000000000000000e+01, -3.140756400300000992e-05, 3.798302468299999347e-05, 6.312005124999996337e-06, -1.884924182800000973e-05, 6.939058868600001017e-05, 3.771956912800000626e-05, 1.255832217500000019e-05, -3.167101955799999714e-05, -5.683226651100000998e-05, -2.516124695300000607e-05
6.319693787921428196e+01, 7.046694055226925002e+01, 6.593143401798427305e+01, 1.014558912334684510e-04, 2.937045191500000128e-05, 2.200000000000000000e+01, 3.705944044000000147e-05, 2.000000000000000000e+01, 1.695535588299999964e-05, nan, 1.995748039900000135e-05, 1.800000000000000000e+01, 2.844455242899999965e-05, 2.200000000000000000e+01, -7.688988525000000187e-06, 1.241509603200000164e-05, 9.412971515999999929e-06, 9.258994860000016288e-07, 2.010408455700000182e-05, 1.710196004100000012e-05, 8.614888011000001815e-06, -3.002124516000001709e-06, -1.148919654600000001e-05, -8.487072029999998300e-06
6.936766255011495730e+01, 6.659371897795730888e+01, 6.815989127030917416e+01, 1.077216110442780228e-04, 3.223206557699999922e-05, 2.600000000000000000e+01, 4.097275594799999830e-05, 2.300000000000000000e+01, 1.761897953199999923e-05, nan, 2.564037994299999995e-05, 3.000000000000000000e+01, 3.211075079399999842e-05, 2.900000000000000000e+01, -8.740690370999999075e-06, 1.461308604499999999e-05, 6.591685633999999269e-06, 1.213147830000007991e-07, 2.335377641599999907e-05, 1.533237600499999834e-05, 8.862005153999999874e-06, -8.021400411000000725e-06, -1.449177126199999920e-05, -6.470370850999998470e-06
6.504695752019382837e+01, 7.298665564676913675e+01, 6.556756813290409980e+01, 4.797506457892921380e-05, 2.356318487600000144e-05, 1.800000000000000000e+01, 2.944080240600000157e-05, 1.800000000000000000e+01, 1.431761874800000060e-05, nan, 6.425502533000000333e-06, 3.600000000000000000e+01, 8.431546096000000005e-06, 3.300000000000000000e+01, -5.877617530000000124e-06, 9.245566128000000841e-06, 1.713768234300000281e-05, 1.513163878000000144e-05, 1.512318365800000097e-05, 2.301529987300000293e-05, 2.100925630999999987e-05, 7.892116215000000271e-06, 5.886072652000000599e-06, -2.006043562999999672e-06
6.679775108578844822e+01, 7.342170594098779191e+01, 5.897263824398838494e+01, 1.527764919822341088e-05, 1.535050838300000111e-05, 1.300000000000000000e+01, 1.996659992599999949e-05, 1.500000000000000000e+01, 1.278072508100000012e-05, nan, 2.183465712699999867e-05, 2.300000000000000000e+01, 2.018884275000000085e-05, 2.000000000000000000e+01, -4.616091542999998382e-06, 2.569783302000000993e-06, -6.484148743999997559e-06, -4.838334366999999742e-06, 7.185874844999999374e-06, -1.868057200999999177e-06, -2.222428240000013603e-07, -9.053932045999998551e-06, -7.408117669000000735e-06, 1.645814376999997817e-06
5.931821835798436382e+01, 6.933527387321167623e+01, 5.975363264033742894e+01, 3.349663665460108741e-05, 1.507574315500000030e-05, 1.200000000000000000e+01, 1.977039256199999870e-05, 1.400000000000000000e+01, 1.208049437999999931e-05, nan, 1.345359624400000060e-05, 2.500000000000000000e+01, 1.802453108699999892e-05, 3.200000000000000000e+01, -4.694649406999998399e-06, 2.995248775000000993e-06, 1.622146910999999704e-06, -2.948787931999998616e-06, 7.689898181999999392e-06, 6.316796317999998103e-06, 1.745861474999999783e-06, -1.373101864000001289e-06, -5.944036706999999609e-06, -4.570934842999998320e-06
7.369213818724111320e+01, 6.315023968447405167e+01, 6.165728046301835263e+01, 2.518110120681464210e-05, 2.031148998100000024e-05, 1.600000000000000000e+01, 1.853825128799999866e-05, 1.300000000000000000e+01, 1.372966329799999966e-05, nan, 1.514554502600000058e-05, 2.100000000000000000e+01, 1.894263630000000051e-05, 2.500000000000000000e+01, 1.773238693000001574e-06, 6.581826683000000576e-06, 5.165944954999999658e-06, 1.368853680999999726e-06, 4.808587989999999003e-06, 3.392706261999998084e-06, -4.043850120000018478e-07, -1.415881728000000918e-06, -5.212973002000000850e-06, -3.797091273999999932e-06
7.359965817600267712e+01, 7.162106343068259662e+01, 7.335197757500529292e+01, 2.509970238565790412e-06, 4.548678354000000214e-06, 6.000000000000000000e+00, 3.179458276000000063e-06, 5.000000000000000000e+00, 7.978852396999999968e-06, nan, 7.503551419999999996e-06, 1.200000000000000000e+01, 6.722513617999999647e-06, 1.300000000000000000e+01, 1.369220078000000152e-06, -3.430174042999999753e-06, -2.954873065999999782e-06, -2.173835263999999432e-06, -4.799394121000000329e-06, -4.324093143999999510e-06, -3.543055341999999584e-06, 4.753009769999999717e-07, 1.256338779000000321e-06, 7.810378020000003494e-07
6.905195489310865753e+01, 6.114848164849772161e+01, 7.354207015313878060e+01, 1.781227626057536447e-05, 1.379256683499999996e-05, 1.200000000000000000e+01, 1.452976954600000048e-05, 1.300000000000000000e+01, 1.021269924999999925e-05, nan, 9.436795591000000639e-06, 1.500000000000000000e+01, 1.212804846200000043e-05, 1.600000000000000000e+01, -7.372027110000005270e-07, 3.579867585000000703e-06, 4.355771243999999318e-06, 1.664518372999999529e-06, 4.317070296000001230e-06, 5.092973954999999845e-06, 2.401721084000000056e-06, 7.759036589999986148e-07, -1.915349212000001173e-06, -2.691252870999999788e-06
6.380145248870724117e+01, 6.858869409996043487e+01, 6.923623958352507657e+01, 1.059651982783482954e-04, 2.888884944899999956e-05, 2.200000000000000000e+01, 3.936708124699999728e-05, 2.200000000000000000e+01, 1.571928962200000026e-05, nan, 1.536975804399999879e-05, 1.700000000000000000e+01, 1.796137554600000139e-05, 1.900000000000000000e+01, -1.047823179799999772e-05, 1.316955982699999930e-05, 1.351909140500000077e-05, 1.092747390299999817e-05, 2.364779162499999702e-05, 2.399732320299999849e-05, 2.140570570099999589e-05, 3.495315780000014696e-07, -2.242085924000001131e-06, -2.591617502000002600e-06
6.430677378930064947e+01, 6.774624643134821156e+01, 6.912423361385314990e+01, 1.268900911314943590e-04, 3.054359957300000183e-05, 2.300000000000000000e+01, 4.222162497899999747e-05, 2.300000000000000000e+01, 1.719376132700000130e-05, nan, 1.665158061100000003e-05, 1.800000000000000000e+01, 2.225141473599999935e-05, 2.200000000000000000e+01, -1.167802540599999564e-05, 1.334983824600000053e-05, 1.389201896200000180e-05, 8.292184837000002480e-06, 2.502786365199999617e-05, 2.557004436799999744e-05, 1.997021024299999812e-05, 5.421807160000012755e-07, -5.057653408999998048e-06, -5.599834124999999324e-06
6.668342615226090686e+01, 6.008333019547345799e+01, 6.633376166202033630e+01, 1.155508873940772502e-04, 2.864269888199999934e-05, 2.100000000000000000e+01, 3.458727145699999844e-05, 2.300000000000000000e+01, 1.605380810299999978e-05, nan, 2.678261668900000159e-05, 1.800000000000000000e+01, 3.395709471200000253e-05, 1.900000000000000000e+01, -5.944572574999999103e-06, 1.258889077899999956e-05, 1.860082192999997755e-06, -5.314395830000003185e-06, 1.853346335399999866e-05, 7.804654767999996858e-06, 6.301767449999959173e-07, -1.072880858600000180e-05, -1.790328660900000274e-05, -7.174478023000000940e-06
7.093177805877841990e+01, 6.189379810130825632e+01, 6.433081399209078199e+01, 7.661456918906381028e-05, 2.662632826700000050e-05, 1.900000000000000000e+01, 3.258101735599999759e-05, 1.900000000000000000e+01, 1.612708838100000109e-05, nan, 1.442956597300000001e-05, 2.000000000000000000e+01, 1.973297801399999987e-05, 2.400000000000000000e+01, -5.954689088999997086e-06, 1.049923988599999941e-05, 1.219676229400000050e-05, 6.893350253000000635e-06, 1.645392897499999650e-05, 1.815145138299999758e-05, 1.284803934199999772e-05, 1.697522408000001081e-06, -3.605889632999998779e-06, -5.303412040999999860e-06
6.305393415539989377e+01, 7.327015881040904333e+01, 6.800659355519302096e+01, 3.139351490921948569e-05, 2.075128637900000052e-05, 1.700000000000000000e+01, 2.092562434800000068e-05, 1.500000000000000000e+01, 1.247909609800000054e-05, nan, 1.737725915099999936e-05, 1.700000000000000000e+01, 2.336203089200000163e-05, 2.000000000000000000e+01, -1.743379690000001613e-07, 8.272190280999999973e-06, 3.374027228000001159e-06, -2.610744513000001115e-06, 8.446528250000000134e-06, 3.548365197000001321e-06, -2.436406544000000953e-06, -4.898163052999998814e-06, -1.088293479400000109e-05, -5.984771741000002274e-06
