xis_x,xis_y,xis_z,local_bandwidth_mbe_silverman,eigen_value_1_sambe_silverman,eigen_value_2_sambe_silverman,eigen_value_3_sambe_silverman,eigen_vector_1_x_sambe_silverman,eigen_vector_2_x_sambe_silverman,eigen_vector_3_x_sambe_silverman,eigen_vector_1_y_sambe_silverman,eigen_vector_2_y_sambe_silverman,eigen_vector_3_y_sambe_silverman,eigen_vector_1_z_sambe_silverman,eigen_vector_2_z_sambe_silverman,eigen_vector_3_z_sambe_silverman,local_bandwidth_sambe_silverman,scaling_factor_sambe_silverman
26.460581361455443, 9.539388192907104, 11.429878671110318, 0.989093235684640, 6.137913373758201, 5.405455637866726, 4.600964532960448, 0.885282091284162, -0.462111547091893, 0.052235398877366, -0.439592502870587, -0.868172937684659, -0.230291514589580, -0.151769727783619, -0.180910663909916, 0.971718725461313, 0.989093235684640, 30.430783915464488
24.773804995718525, 8.595983806440426, 9.392546896023152, 0.986217220867906, 6.067886431895126, 5.304164931933705, 4.701685049939647, 0.708401951252328, -0.576964720817217, 0.406544445779556, 0.595360332054692, 0.179093872474643, -0.783244189163101, -0.379094645804478, -0.796892148144495, -0.470372356487953, 0.986217220867906, 49.691659407387206
22.651334678685249, 9.243847319545257, 10.037853126374367, 0.984301423668802, 5.741727551446430, 5.330677995157992, 4.915294704429867, 0.645658058844986, -0.732695155297797, -0.215135958062947, -0.751941730968015, -0.659122026344608, -0.011907460527064, 0.133076309977959, -0.169457852548992, 0.976511511418137, 0.984301423668802, 60.666189515297262
22.347122922681972, 9.210986901208368, 9.882919557463296, 0.991182703762515, 4.617854203286456, 5.869784180638252, 5.667467609555767, -0.558632869449949, 0.769087032177201, 0.310538973571726, 0.400838362434914, 0.578119437110379, -0.710708465994092, 0.726125281456729, 0.272549176061941, 0.631236106585597, 0.991182703762515, 54.921358047820334
26.253271844213014, 8.635422114310133, 8.715737766538597, 0.987712393787121, 4.610269322498045, 6.003453634569460, 5.492300677593223, 0.496389318933596, -0.866847787384554, -0.046610702152449, -0.294531680890656, -0.117665620911327, -0.948370123215233, -0.816608065720861, -0.484489128012235, 0.313722093320791, 0.987712393787121, 30.499412352946329
23.292012177493032, 9.234604416004439, 8.364898139085097, 0.984969714221826, 4.822747524617341, 5.773210317493564, 5.414358119028937, -0.472269433313744, -0.791602135979514, 0.387721086182047, 0.166440128711174, 0.351866686712659, 0.921133822165087, 0.865597635112367, -0.499555695688205, 0.034421519335301, 0.984969714221826, 38.009989821473120
25.820357816185183, 10.935106807265585, 10.377238158513961, 0.987630658885167, 4.510117952011506, 6.013067503601208, 5.603894656757436, -0.289579777540382, -0.955448850115518, -0.057105579872696, -0.881209774678310, 0.242838094266787, 0.405584754378510, 0.373648077007048, -0.167771138119192, 0.912271867243053, 0.987630658885167, 52.439878842674794
21.687635136356175, 11.777251653570737, 10.929006340780143, 0.986252664876603, 6.248251868481535, 5.118236157496290, 4.732340368499234, 0.811560393548989, 0.570320127006821, 0.126904217240935, 0.047271644449172, 0.152396110486967, -0.987188339244095, 0.582353088129256, -0.807161928140425, -0.096718677136065, 0.986252664876603, 25.989863175481602
25.389498287312012, 8.354893741605894, 9.137114434903783, 0.989751284697526, 6.026149141832650, 4.853068152167637, 5.230126687774515, 0.780638880282059, 0.624647893673595, -0.020443764846867, 0.080483428472539, -0.132913212778180, -0.987854491112071, 0.619778473596234, -0.769512239537568, 0.154031025668850, 0.989751284697526, 35.403404937510601
20.834123205329835, 8.586200111906379, 10.725867500485231, 0.984961251337649, 4.485124442637447, 5.534600661336710, 6.072770953386338, 0.300040878434448, 0.940974162094658, -0.156662367971828, 0.944334845183103, -0.269760742517376, 0.188310493519290, -0.134933952144335, 0.204442578898646, 0.969533939835002, 0.984961251337649, 23.570101373159694
