# xi_x xi_y xi_z local_bandwidth
55.292157037902996 51.288091626371070 50.526636503027717 1.000000000000000
56.722679597604376 48.713829978861348 52.457844538518160 1.000000000000000
52.850265252576769 49.864156351507702 49.800802711486362 1.000000000000000
51.231795505815114 51.913931570239257 50.189572000737705 1.000000000000000
52.283113175440981 50.584156865921337 50.160133327231776 1.000000000000000
51.001022982122798 49.729996540515380 51.966318641478871 1.000000000000000
50.939203104952703 46.640076448048397 48.875946792931551 1.000000000000000
51.960855786321083 49.023255903320724 51.137662017174428 1.000000000000000
56.809263871962827 50.060221595491669 48.085947130330446 1.000000000000000
49.438448449922497 51.933784892769609 52.017250891610907 1.000000000000000
50.464842277090746 48.831608248474410 50.497689864721060 1.000000000000000
44.057610595328221 50.205766815189662 49.542121861481405 1.000000000000000
53.690872042183159 49.490249241089799 51.582420872682910 1.000000000000000
49.093091748273991 48.131151294952346 48.620026691470919 1.000000000000000
44.881189428124962 49.329260007952108 52.567364802771685 1.000000000000000
48.685777095166443 51.023234852631560 48.351228583090830 1.000000000000000
45.158306457326148 48.821499729345071 49.720018045702162 1.000000000000000
51.160707493577789 48.446200663621148 49.327742632762984 1.000000000000000
49.915453314984035 50.087541587792266 50.563716443724417 1.000000000000000
50.907415693219342 49.522605778016242 49.165185176664870 1.000000000000000
47.982618656672145 48.929839309472356 49.526801427821582 1.000000000000000
44.821152193004970 49.471226550956587 50.233505935038579 1.000000000000000
45.109404959101866 48.805928200640913 50.609055700153014 1.000000000000000
50.155836187388417 50.169751056962795 50.959537141970777 1.000000000000000
53.418202053629905 50.529511378282429 48.374877827309817 1.000000000000000
47.945569727179063 49.238190998797293 48.853966501408614 1.000000000000000
49.065342403617883 48.466576573349293 50.073917747337148 1.000000000000000
52.702479460862563 47.978189606928204 50.612846235737315 1.000000000000000
54.464756581386801 51.551361160602497 52.495130476011767 1.000000000000000
49.460225492562948 51.387736515726949 48.590810300529220 1.000000000000000
48.790469159080459 50.274105286195208 51.608828189392192 1.000000000000000
52.929917109451139 50.929902584906934 50.469004554410738 1.000000000000000
50.031500062162465 50.167025707136652 52.350337747528101 0.984307794754353
51.205968090334103 48.226249323909180 52.478365694869112 1.000000000000000
46.188545004542803 48.456082772542914 51.275797815848449 1.000000000000000
55.830863556947875 49.016294146806516 49.455646808158200 1.000000000000000
55.768826079441155 52.457845815473981 51.948467042798626 1.000000000000000
52.718133974826159 52.513786847824960 48.866563256612295 1.000000000000000
49.195989887145856 51.246653698505142 51.056092009035154 1.000000000000000
49.534969720727496 51.213692235020119 50.808173901202707 1.000000000000000
51.129276593466891 50.392503510742991 48.553107189692717 1.000000000000000
53.979157690061093 49.803069870034662 49.085897289575520 1.000000000000000
48.694539344835086 50.884789658748275 52.433767936147298 1.000000000000000
51.222385508723335 50.709691847164805 48.986733462268120 1.000000000000000
47.977002018027875 49.163179500007800 50.041891370562645 1.000000000000000
52.029299884839503 49.725863420853457 50.758836189853980 1.000000000000000
51.188020137984935 48.037394635622057 48.561450153801140 1.000000000000000
51.318175103793614 50.835748371501580 50.219354655907743 1.000000000000000
57.149434324591823 48.798658390647482 51.243004908594784 1.000000000000000
53.351048864287556 49.392520496824417 48.268168453574177 1.000000000000000
49.795275184026103 49.019847532680991 52.254885831244025 1.015942376286437
47.520684384022957 49.126813469160581 49.870429191094118 1.000000000000000
53.379907766319519 48.489846325884130 48.578730206074312 1.000000000000000
48.686539865766697 52.539406993187384 49.344552434036814 1.000000000000000
52.848262420777282 48.387236159118665 50.115223913588778 1.000000000000000
52.533088929204638 47.966966903570864 48.683642573944347 1.000000000000000
53.564089377056902 51.211918367575933 50.417119935151582 1.000000000000000
50.956182958829061 49.143202134890700 51.127652501827313 1.000000000000000
46.897271474646608 48.942653419225920 50.897028832881318 1.000000000000000
47.931350666749395 50.023003866961140 49.400485510065636 1.000000000000000
20.747007544110939 42.468546875150622 37.416998033422558 1.000000000000000
46.357542436481069 27.762870629473191 58.678434645816878 1.000000000000000
86.385560592323145 11.753185596203309 51.737910715411417 1.000000000000000
13.206810634515332 71.685968119259371 39.605970280729373 1.000000000000000
56.542131185850899 18.327983621407860 14.484775934337723 1.000000000000000
48.805628064895458 35.561273784995564 94.043194525281308 1.000000000000000
76.532525380696526 74.866361985054724 90.371973974593345 1.000000000000000
8.342243544201855 55.219246992240656 58.447606895576889 1.000000000000000
96.193637854722908 29.214752679254886 24.082877991544681 1.000000000000000
10.029394226549782 1.642962959147420 92.952931679219049 1.000000000000000
66.991654659091012 78.515291202313776 28.173010575394908 1.000000000000000
58.641016618632669 6.395526612098113 48.562759593462289 1.000000000000000
